User_ID,Age,Gender,Daily_Steps,Workout_Min,Calories_Burned,Sleep_Hrs,Protein_Intake,Water_Intake
U1049,57,female,12825.0,131.0,1060.0,8.2,105.0,5.5
U1050,25,female,10708.0,114.0,941.0,7.6,79.0,4.1
U1051,56,female,9026.0,83.0,764.0,8.3,74.0,4.9
U1052,57,female,13031.0,141.0,1113.0,7.2,100.0,4.7
U1053,31,female,10261.0,108.0,888.0,6.6,83.0,3.9
U1054,49,male,,135.0,1078.0,7.1,89.0,5.1
U1055,55,female,13283.0,147.0,1200.0,7.5,103.0,5.5
U1056,50,female,7361.0,84.0,657.0,7.3,69.0,3.5
U1057,40,female,2283.0,23.0,249.0,6.5,38.0,1.4
U1058,32,male,5366.0,47.0,445.0,6.1,37.0,2.0
U1059,50,male,13524.0,149.0,1173.0,6.8,,4.9
U1060,42,female,5379.0,54.0,463.0,6.0,,1.9
U1061,34,male,7770.0,84.0,684.0,7.0,71.0,4.4
U1062,50,male,4037.0,38.0,373.0,6.3,43.0,1.7
U1063,64,female,3862.0,27.0,308.0,,40.0,1.9
U1064,19,male,3537.0,29.0,322.0,7.9,39.0,2.3
U1065,31,male,2365.0,23.0,214.0,5.8,41.0,1.7
U1066,57,male,6870.0,63.0,591.0,7.4,58.0,2.7
U1067,57,female,5263.0,40.0,429.0,6.1,46.0,2.4
U1068,56,female,6942.0,67.0,566.0,6.1,58.0,2.8
U1069,23,female,11051.0,113.0,974.0,7.9,82.0,4.2
U1070,23,male,13255.0,137.0,1135.0,8.4,88.0,5.2
U1071,20,female,3062.0,34.0,324.0,7.4,47.0,1.4
U1072,24,male,4312.0,28.0,,7.8,33.0,2.7
U1073,25,male,13874.0,145.0,1204.0,7.7,100.0,5.3
U1074,59,male,2264.0,12.0,186.0,6.9,46.0,1.3
U1075,32,female,9012.0,95.0,805.0,7.1,,3.6
U1076,64,female,1861.0,18.0,160.0,7.7,33.0,2.1
U1077,46,female,9589.0,103.0,853.0,6.7,83.0,4.4
U1078,50,female,13804.0,148.0,1229.0,8.3,103.0,5.4
U1079,47,male,2913.0,29.0,269.0,5.9,44.0,1.6
U1080,56,female,4705.0,44.0,433.0,7.1,61.0,2.7
U1081,44,male,5678.0,62.0,561.0,5.8,60.0,2.8
U1082,53,female,10923.0,119.0,977.0,7.8,93.0,5.2
U1083,46,female,12649.0,145.0,1156.0,9.3,98.0,5.0
U1084,55,female,1376.0,13.0,,6.2,36.0,2.2
U1085,50,male,10605.0,111.0,900.0,7.4,91.0,4.3
U1086,54,male,5470.0,56.0,521.0,7.7,59.0,2.1
U1087,44,male,9512.0,103.0,862.0,7.5,82.0,5.6
U1088,50,male,5528.0,,509.0,8.0,64.0,2.0
U1089,21,male,10862.0,100.0,879.0,7.9,82.0,3.2
U1090,39,female,9209.0,93.0,796.0,8.1,69.0,
U1091,19,male,7902.0,77.0,709.0,5.7,60.0,4.7
U1092,27,male,13192.0,148.0,1168.0,7.9,107.0,6.0
U1093,22,male,12642.0,134.0,1106.0,6.9,101.0,4.9
U1094,27,male,7856.0,82.0,706.0,7.0,65.0,3.6
U1095,50,female,1713.0,13.0,157.0,7.0,38.0,1.6
U1096,55,male,9190.0,85.0,746.0,7.2,75.0,2.8
U1097,30,female,,82.0,739.0,6.7,68.0,4.2
U1098,48,female,8571.0,86.0,748.0,8.4,74.0,4.2
U1099,64,female,5359.0,57.0,479.0,7.8,68.0,2.0
U1100,53,male,,111.0,880.0,6.4,77.0,4.2
U1101,62,female,10746.0,115.0,920.0,,87.0,4.3
U1102,41,male,8023.0,86.0,736.0,7.4,74.0,3.4
U1103,32,male,5386.0,48.0,452.0,7.2,48.0,2.2
U1104,46,male,7035.0,67.0,595.0,8.4,64.0,3.0
U1105,25,male,3413.0,28.0,315.0,7.0,44.0,1.7
U1106,22,male,9659.0,97.0,791.0,8.0,81.0,4.4
U1107,46,female,11467.0,122.0,996.0,7.8,92.0,4.5
U1108,64,female,7874.0,86.0,709.0,7.5,,3.1
U1109,21,male,8211.0,86.0,717.0,6.6,68.0,3.5
U1110,29,female,4213.0,37.0,356.0,8.9,43.0,2.1
U1111,62,male,7839.0,75.0,,4.8,62.0,3.2
U1112,19,female,2727.0,19.0,241.0,6.2,28.0,2.1
U1113,44,female,,135.0,1057.0,7.3,96.0,4.6
U1114,48,female,7178.0,67.0,608.0,7.9,63.0,2.8
U1115,53,female,12580.0,,1078.0,6.6,,4.2
U1116,53,female,12058.0,,1007.0,7.6,100.0,
U1117,43,male,8949.0,93.0,784.0,8.0,,4.3
U1118,60,male,9406.0,105.0,836.0,6.5,89.0,3.9
U1119,44,female,5158.0,42.0,450.0,6.9,59.0,2.2
U1120,22,male,5472.0,56.0,490.0,6.9,,2.3
U1121,37,female,11433.0,121.0,1012.0,7.2,85.0,3.6
U1122,28,male,5513.0,52.0,463.0,7.1,58.0,3.2
U1123,27,female,2468.0,17.0,201.0,6.4,36.0,1.9
U1124,57,female,1935.0,12.0,142.0,7.5,37.0,1.9
U1125,55,female,11564.0,134.0,1039.0,8.1,98.0,4.8
U1126,23,male,2284.0,,221.0,6.6,34.0,1.3
U1127,25,male,9466.0,,802.0,7.5,71.0,3.7
U1128,40,female,3339.0,25.0,298.0,6.5,40.0,1.7
U1129,64,female,9350.0,87.0,784.0,8.5,75.0,3.5
U1130,43,male,6261.0,68.0,,7.5,65.0,2.7
U1131,63,male,7105.0,72.0,,7.1,72.0,3.7
U1132,60,male,6512.0,58.0,543.0,7.5,58.0,3.9
U1133,29,male,5817.0,60.0,503.0,8.6,60.0,2.3
U1134,43,male,4327.0,42.0,,6.4,43.0,2.2
U1135,30,female,4168.0,39.0,409.0,7.6,48.0,2.3
U1136,57,male,,85.0,686.0,7.6,77.0,3.0
U1137,35,female,3306.0,24.0,292.0,6.7,39.0,1.9
U1138,42,female,7845.0,91.0,749.0,6.7,74.0,3.7
U1139,50,male,10406.0,101.0,852.0,8.2,79.0,4.1
U1140,64,male,3240.0,32.0,316.0,7.1,46.0,2.3
U1141,57,female,8696.0,103.0,,8.5,83.0,3.8
U1142,60,male,5585.0,54.0,487.0,8.0,56.0,
U1143,29,female,6846.0,71.0,600.0,7.4,67.0,2.6
U1144,61,male,2951.0,24.0,260.0,6.2,34.0,2.5
U1145,53,male,5831.0,55.0,526.0,8.7,57.0,3.0
U1146,21,male,7527.0,,642.0,6.8,51.0,1.8
U1147,22,female,,84.0,733.0,8.1,61.0,2.9
U1148,54,male,5840.0,61.0,529.0,5.7,58.0,3.1
U1149,25,female,9632.0,97.0,781.0,8.7,80.0,3.6
U1150,59,male,6964.0,66.0,576.0,5.6,71.0,1.7
U1151,45,female,7500.0,92.0,743.0,7.0,75.0,
U1152,48,male,6958.0,75.0,625.0,6.3,67.0,3.5
U1153,26,female,2822.0,29.0,269.0,7.9,45.0,1.4
U1154,46,female,4794.0,42.0,413.0,6.4,56.0,
U1155,31,female,8054.0,,711.0,7.7,64.0,3.0
U1156,57,female,4069.0,34.0,375.0,7.1,52.0,1.8
U1157,58,female,5522.0,55.0,482.0,5.9,54.0,2.4
U1158,39,female,7868.0,82.0,684.0,8.1,67.0,2.4
U1159,28,male,10081.0,107.0,877.0,7.5,82.0,4.3
U1160,40,female,6409.0,66.0,591.0,8.3,58.0,3.2
U1161,18,female,9549.0,96.0,817.0,7.9,,3.6
U1162,63,female,12535.0,142.0,1163.0,7.1,95.0,5.3
U1163,54,male,6049.0,64.0,545.0,6.9,65.0,2.1
U1164,38,male,7011.0,70.0,646.0,7.0,58.0,3.4
U1165,43,male,9146.0,98.0,790.0,8.0,73.0,4.0
U1166,63,female,1891.0,17.0,166.0,7.3,48.0,1.2
U1167,53,male,3391.0,25.0,284.0,6.3,40.0,2.1
U1168,40,male,11339.0,125.0,1026.0,8.4,94.0,4.1
U1169,18,female,6528.0,70.0,582.0,7.5,64.0,
U1170,57,female,2953.0,24.0,252.0,7.3,48.0,2.1
U1171,32,male,12453.0,140.0,1129.0,8.2,95.0,5.1
U1172,38,female,10418.0,,925.0,8.2,81.0,4.0
U1173,64,female,6175.0,63.0,533.0,6.4,,3.3
U1174,26,female,2699.0,23.0,,6.9,28.0,2.4
U1175,26,female,4572.0,45.0,429.0,7.8,52.0,3.2
U1176,27,male,11188.0,114.0,921.0,8.5,86.0,4.1
U1177,43,female,8920.0,91.0,792.0,8.3,76.0,4.1
U1178,58,male,6605.0,76.0,632.0,6.5,,3.8
U1179,52,male,3056.0,19.0,203.0,8.5,39.0,1.7
U1180,42,male,6188.0,58.0,530.0,8.5,61.0,3.5
U1181,43,male,11429.0,120.0,948.0,,95.0,4.6
U1182,28,female,7734.0,,631.0,7.0,64.0,2.8
U1183,55,female,6618.0,66.0,569.0,,65.0,2.6
U1184,19,female,4370.0,36.0,343.0,6.4,38.0,1.5
U1185,24,male,11138.0,122.0,1028.0,8.1,88.0,4.4
U1186,35,male,13494.0,142.0,,8.0,97.0,5.0
U1187,44,male,7909.0,80.0,,8.3,65.0,3.5
U1188,51,female,8132.0,92.0,740.0,7.7,70.0,4.2
U1189,44,male,7128.0,66.0,600.0,,57.0,3.1
U1190,34,female,11901.0,129.0,1074.0,,93.0,4.5
U1191,60,female,9536.0,102.0,848.0,8.4,76.0,3.8
U1192,61,female,2819.0,24.0,271.0,6.7,43.0,1.0
U1193,41,female,11015.0,120.0,952.0,7.7,95.0,4.7
U1194,42,male,10465.0,110.0,890.0,7.7,76.0,4.1
U1195,24,female,11386.0,128.0,1023.0,7.2,91.0,4.6
U1196,23,male,7441.0,85.0,695.0,9.2,70.0,3.2
U1197,41,female,,29.0,263.0,6.2,,1.9
U1198,50,male,13091.0,140.0,1141.0,8.6,103.0,4.4
U1199,46,male,7889.0,82.0,669.0,8.0,69.0,3.4
U1200,60,female,12692.0,131.0,1082.0,7.4,101.0,4.5
U1201,39,female,5218.0,50.0,430.0,,47.0,2.6
U1202,43,female,13236.0,139.0,1162.0,7.7,108.0,4.5
U1203,45,male,3374.0,32.0,307.0,7.4,52.0,2.2
U1204,38,female,3502.0,32.0,304.0,7.1,32.0,2.0
U1205,24,female,2535.0,18.0,,,40.0,1.0
U1206,34,male,2797.0,22.0,225.0,6.3,35.0,2.3
U1207,37,female,5980.0,60.0,538.0,6.6,65.0,2.5
U1208,58,male,6769.0,73.0,633.0,,73.0,
U1209,37,female,5392.0,61.0,528.0,5.7,52.0,
U1210,39,male,5311.0,47.0,478.0,6.6,54.0,3.1
U1211,45,male,10525.0,109.0,942.0,7.4,80.0,4.0
U1212,57,female,5793.0,60.0,541.0,7.1,64.0,2.8
U1213,24,male,13599.0,146.0,1168.0,7.5,,5.5
U1214,18,female,6357.0,64.0,564.0,5.7,52.0,3.5
U1215,49,female,11583.0,118.0,940.0,8.8,82.0,4.5
U1216,30,male,4849.0,53.0,469.0,8.1,54.0,2.7
U1217,47,female,11052.0,119.0,971.0,6.3,91.0,3.9
U1218,40,male,12542.0,137.0,1132.0,8.3,96.0,4.1
U1219,36,male,10771.0,114.0,922.0,7.5,80.0,4.6
U1220,49,male,3384.0,19.0,272.0,7.3,37.0,1.5
U1221,47,male,10203.0,109.0,874.0,7.7,,3.7
U1222,46,male,11402.0,118.0,976.0,,92.0,4.8
U1223,62,male,,117.0,920.0,,80.0,4.3
U1224,46,male,14200.0,149.0,1241.0,7.5,108.0,
U1225,47,male,10131.0,103.0,888.0,5.4,81.0,3.4
U1226,33,female,6953.0,72.0,607.0,,65.0,2.7
U1227,57,female,8702.0,93.0,775.0,6.1,81.0,4.5
U1228,36,male,4133.0,34.0,352.0,,45.0,1.8
U1229,35,female,2457.0,21.0,220.0,6.5,36.0,1.6
U1230,18,female,3985.0,34.0,348.0,7.0,46.0,2.3
U1231,31,female,2522.0,20.0,222.0,7.2,28.0,1.2
U1232,64,female,7389.0,73.0,657.0,7.3,76.0,3.9
U1233,19,female,12394.0,135.0,1082.0,7.3,86.0,4.8
U1234,45,female,5669.0,59.0,561.0,8.0,57.0,2.6
U1235,47,male,9883.0,98.0,836.0,7.4,86.0,4.5
U1236,55,female,10300.0,108.0,896.0,6.6,96.0,4.6
U1237,21,female,11598.0,125.0,1024.0,7.9,88.0,
U1238,18,female,10135.0,105.0,,7.4,69.0,3.9
U1239,25,female,2119.0,23.0,228.0,6.7,41.0,2.8
U1240,46,male,2895.0,10.0,216.0,6.9,34.0,2.0
U1241,56,male,3902.0,34.0,346.0,6.9,43.0,3.0
U1242,20,male,6903.0,81.0,635.0,8.4,66.0,3.7
U1243,49,male,8229.0,78.0,670.0,,62.0,3.1
U1244,27,female,12694.0,142.0,1140.0,6.1,97.0,4.5
U1245,27,male,11212.0,,985.0,7.6,78.0,3.5
U1246,36,male,3781.0,32.0,297.0,7.5,33.0,1.1
U1247,63,male,1745.0,18.0,163.0,5.4,33.0,1.2
U1248,51,male,11926.0,127.0,1006.0,8.0,91.0,5.3
U1249,50,female,9849.0,103.0,871.0,6.4,84.0,3.8
U1250,40,male,5146.0,42.0,441.0,7.7,55.0,2.1
U1251,45,female,,139.0,1110.0,7.8,106.0,
U1252,49,male,,23.0,280.0,,34.0,1.3
U1253,24,female,2351.0,10.0,176.0,,29.0,2.5
U1254,46,female,9208.0,99.0,843.0,,76.0,3.7
U1255,25,male,10190.0,98.0,866.0,9.4,73.0,4.5
U1256,18,male,9238.0,99.0,796.0,6.6,80.0,3.7
U1257,20,male,2849.0,23.0,248.0,5.9,36.0,1.8
U1258,41,male,10789.0,120.0,944.0,7.6,93.0,4.9
U1259,40,female,8571.0,92.0,734.0,7.0,85.0,3.7
U1260,25,female,7504.0,81.0,669.0,7.0,58.0,4.1
U1261,64,male,13403.0,139.0,1118.0,8.1,100.0,4.7
U1262,54,male,3394.0,36.0,326.0,8.4,52.0,1.4
U1263,20,female,8457.0,83.0,759.0,8.4,67.0,2.6
U1264,50,male,10594.0,108.0,920.0,7.3,89.0,4.8
U1265,45,female,8574.0,81.0,706.0,7.9,68.0,4.0
U1266,64,male,3742.0,32.0,315.0,5.4,50.0,1.9
U1267,25,female,7032.0,77.0,631.0,7.3,60.0,3.3
U1268,51,female,11624.0,126.0,1060.0,7.5,99.0,5.1
U1269,52,female,11072.0,115.0,931.0,8.4,88.0,4.3
U1270,49,female,,102.0,846.0,8.0,88.0,3.1
U1271,41,female,7473.0,74.0,654.0,7.5,72.0,
U1272,31,male,8228.0,77.0,,7.7,58.0,2.9
U1273,49,female,12936.0,137.0,,7.4,106.0,5.0
U1274,63,male,7219.0,72.0,608.0,8.0,73.0,2.7
U1275,60,female,10448.0,122.0,,7.9,92.0,4.8
U1276,33,female,,99.0,833.0,7.3,80.0,3.2
U1277,21,male,8448.0,90.0,742.0,7.4,67.0,3.2
U1278,54,male,9531.0,112.0,862.0,8.1,94.0,3.1
U1279,38,male,11070.0,125.0,995.0,8.4,,4.2
U1280,31,male,2736.0,22.0,215.0,6.5,42.0,1.8
U1281,48,female,12252.0,133.0,1068.0,7.0,93.0,5.3
U1282,35,male,9498.0,97.0,841.0,7.1,77.0,3.9
U1283,24,female,2597.0,20.0,251.0,6.4,39.0,2.1
U1284,27,male,3164.0,24.0,270.0,6.9,39.0,2.4
U1285,24,male,2406.0,19.0,255.0,7.7,37.0,1.9
U1286,50,female,5271.0,50.0,499.0,,51.0,2.1
U1287,40,female,8195.0,82.0,719.0,7.6,71.0,3.7
U1288,38,male,6921.0,61.0,541.0,7.0,54.0,3.7
U1289,36,female,12388.0,137.0,1056.0,7.8,96.0,4.7
U1290,36,female,4217.0,37.0,394.0,7.2,43.0,2.5
U1291,53,female,7725.0,74.0,660.0,8.2,,3.5
U1292,46,female,2490.0,26.0,286.0,6.9,33.0,1.6
U1293,35,female,10839.0,104.0,873.0,,79.0,4.7
U1294,19,female,14085.0,147.0,1198.0,7.7,97.0,5.1
U1295,18,female,6264.0,72.0,609.0,8.4,52.0,3.2
U1296,64,female,5181.0,47.0,431.0,7.9,58.0,2.4
U1297,22,male,7433.0,79.0,684.0,7.9,68.0,3.3
U1298,37,female,10406.0,113.0,916.0,8.5,85.0,4.7
U1299,28,male,6445.0,62.0,556.0,7.8,61.0,1.9
U1300,59,female,12405.0,128.0,1035.0,8.7,93.0,5.1
U1301,19,female,,83.0,700.0,6.4,64.0,3.7
U1302,20,female,6129.0,63.0,591.0,7.1,56.0,
U1303,40,female,3651.0,29.0,320.0,7.0,43.0,2.0
U1304,29,male,8766.0,88.0,,7.4,58.0,3.1
U1305,37,male,3896.0,40.0,394.0,6.4,43.0,1.8
U1306,22,female,14102.0,,1175.0,8.0,101.0,5.4
U1307,54,male,6373.0,67.0,607.0,5.8,60.0,4.3
U1308,55,female,11172.0,,927.0,8.0,87.0,4.7
U1309,47,female,2841.0,19.0,245.0,6.2,39.0,1.3
U1310,26,male,2918.0,19.0,273.0,,28.0,2.2
U1311,51,male,4768.0,,415.0,7.0,62.0,
U1312,61,female,4048.0,46.0,398.0,8.1,55.0,1.4
U1313,52,female,11869.0,128.0,1060.0,6.2,,4.5
U1314,39,male,7451.0,76.0,607.0,7.1,69.0,3.2
U1315,61,female,4941.0,52.0,474.0,5.7,57.0,2.6
U1316,41,male,6644.0,61.0,558.0,7.4,59.0,2.9
U1317,34,female,10324.0,110.0,932.0,8.2,89.0,4.2
U1318,27,female,6120.0,65.0,538.0,6.5,55.0,2.4
U1319,47,male,8518.0,,703.0,7.0,78.0,3.4
U1320,63,male,7851.0,77.0,661.0,7.2,69.0,3.2
U1321,40,male,13052.0,146.0,1145.0,8.8,101.0,5.7
U1322,49,female,11392.0,115.0,962.0,6.5,89.0,4.1
U1323,34,female,,134.0,1117.0,7.5,92.0,4.9
U1324,34,female,9040.0,101.0,775.0,8.7,72.0,3.6
U1325,31,female,3628.0,32.0,321.0,6.3,44.0,2.8
U1326,26,male,11199.0,118.0,975.0,7.3,90.0,4.8
U1327,57,female,8090.0,70.0,650.0,7.5,70.0,2.9
U1328,19,female,5138.0,53.0,473.0,8.9,53.0,2.8
U1329,62,female,2655.0,25.0,258.0,5.9,43.0,1.3
U1330,42,male,3162.0,31.0,273.0,7.4,47.0,2.1
U1331,56,female,7221.0,66.0,597.0,6.3,66.0,3.8
U1332,26,female,6681.0,71.0,604.0,6.4,65.0,
U1333,39,male,10435.0,116.0,927.0,7.1,86.0,3.7
U1334,60,female,7915.0,80.0,657.0,7.7,75.0,3.5
U1335,63,female,9569.0,99.0,853.0,7.0,,3.7
U1336,21,male,8421.0,81.0,691.0,7.4,68.0,3.6
U1337,43,female,7761.0,79.0,652.0,6.7,62.0,3.3
U1338,46,female,4439.0,39.0,384.0,7.0,,1.4
U1339,62,female,,112.0,910.0,6.5,85.0,4.5
U1340,51,male,3833.0,41.0,,5.9,68.0,1.5
U1341,40,female,8975.0,95.0,806.0,7.0,79.0,3.8
U1342,54,female,6641.0,66.0,594.0,7.7,58.0,2.8
U1343,28,male,,118.0,954.0,7.7,78.0,5.5
U1344,23,male,1748.0,18.0,,6.1,,1.5
U1345,35,female,3833.0,40.0,332.0,6.0,41.0,2.3
U1346,38,female,,80.0,703.0,8.1,63.0,3.6
U1347,59,female,13876.0,146.0,,9.0,100.0,5.4
U1348,53,female,3711.0,22.0,326.0,7.3,39.0,
U1349,58,male,12808.0,140.0,1145.0,8.1,106.0,4.5
U1350,55,female,4382.0,44.0,397.0,5.2,52.0,2.3
U1351,51,male,3364.0,30.0,305.0,7.3,49.0,1.0
U1352,34,male,6682.0,73.0,633.0,8.4,58.0,3.3
U1353,54,female,10234.0,104.0,830.0,8.4,81.0,5.5
U1354,42,female,5724.0,43.0,448.0,7.9,45.0,2.7
U1355,55,male,11704.0,130.0,1072.0,6.3,98.0,4.8
U1356,29,male,2444.0,24.0,261.0,6.2,37.0,1.0
U1357,40,female,12468.0,129.0,1048.0,7.6,101.0,4.4
U1358,59,male,,105.0,880.0,6.9,81.0,4.5
U1359,39,female,2442.0,15.0,188.0,5.8,,1.0
U1360,38,female,11824.0,118.0,988.0,8.0,88.0,4.2
U1361,44,male,9327.0,106.0,854.0,8.2,81.0,4.2
U1362,48,male,3788.0,41.0,376.0,5.8,53.0,2.6
U1363,23,female,,92.0,782.0,8.2,70.0,3.6
U1364,44,male,11827.0,127.0,1056.0,7.9,92.0,4.7
U1365,57,female,8303.0,88.0,,8.6,72.0,3.6
U1366,51,female,9625.0,87.0,783.0,8.1,,3.2
U1367,29,female,10705.0,116.0,925.0,7.7,76.0,4.3
U1368,62,male,12200.0,135.0,1070.0,7.8,106.0,4.9
U1369,24,female,,24.0,255.0,,43.0,1.8
U1370,27,female,13640.0,143.0,1178.0,9.3,102.0,4.2
U1371,62,female,7607.0,82.0,703.0,7.8,71.0,4.1
U1372,34,female,10277.0,110.0,923.0,7.2,79.0,3.6
U1373,43,female,10595.0,107.0,880.0,8.0,85.0,4.2
U1374,38,female,,35.0,,7.3,40.0,2.4
U1375,45,female,9694.0,101.0,819.0,7.1,85.0,3.7
U1376,63,female,13599.0,134.0,1107.0,7.2,88.0,5.2
U1377,19,female,8960.0,82.0,723.0,8.3,63.0,3.2
U1378,60,female,11517.0,132.0,,7.4,93.0,5.7
U1379,18,female,5424.0,62.0,525.0,6.8,61.0,2.6
U1380,53,male,8793.0,87.0,763.0,7.8,79.0,4.1
U1381,43,female,10268.0,101.0,877.0,7.1,82.0,3.5
U1382,46,female,9133.0,97.0,786.0,7.6,87.0,4.2
U1383,38,female,2619.0,22.0,,6.5,39.0,1.4
U1384,28,male,5010.0,52.0,474.0,4.9,55.0,1.8
U1385,57,female,7641.0,85.0,687.0,7.6,66.0,2.8
U1386,28,male,6668.0,60.0,549.0,7.4,54.0,
U1387,53,female,3189.0,28.0,276.0,7.1,,2.0
U1388,56,female,12286.0,131.0,1040.0,6.1,92.0,6.0
U1389,57,male,2892.0,33.0,311.0,,49.0,
U1390,52,female,4476.0,35.0,385.0,7.9,38.0,2.1
U1391,51,male,12259.0,129.0,1038.0,7.8,97.0,5.2
U1392,64,male,8063.0,91.0,712.0,5.8,76.0,2.9
U1393,41,female,10395.0,109.0,883.0,7.6,79.0,3.1
U1394,39,female,3212.0,26.0,285.0,5.6,45.0,1.9
U1395,22,female,7320.0,77.0,623.0,6.8,70.0,
U1396,50,female,4054.0,53.0,447.0,7.1,61.0,2.7
U1397,53,male,6620.0,70.0,616.0,7.4,62.0,3.6
U1398,64,male,,132.0,1081.0,8.5,102.0,4.6
U1399,37,female,9396.0,102.0,850.0,7.8,77.0,3.9
U1400,36,male,7944.0,,701.0,7.7,74.0,3.8
U1401,52,male,8208.0,76.0,692.0,,70.0,4.0
U1402,60,female,11161.0,120.0,950.0,6.9,85.0,4.0
U1403,34,male,887.0,11.0,157.0,6.6,31.0,1.4
U1404,62,male,9238.0,98.0,802.0,8.2,77.0,4.2
U1405,60,female,4025.0,,348.0,7.6,,2.2
U1406,51,male,9767.0,108.0,922.0,7.3,83.0,3.7
U1407,26,female,4427.0,36.0,367.0,6.9,,2.2
U1408,43,male,8599.0,98.0,801.0,6.6,82.0,4.0
U1409,19,female,1781.0,10.0,172.0,,26.0,1.1
U1410,26,male,9783.0,112.0,863.0,8.8,87.0,3.5
U1411,26,male,12752.0,140.0,1100.0,8.1,87.0,6.0
U1412,57,female,5604.0,50.0,515.0,,52.0,2.7
U1413,34,female,,60.0,542.0,7.6,67.0,3.3
U1414,18,female,2930.0,24.0,263.0,8.1,30.0,1.9
U1415,42,female,2459.0,17.0,206.0,5.9,43.0,2.2
U1416,60,male,5034.0,47.0,446.0,,55.0,2.5
U1417,57,male,11802.0,123.0,1022.0,7.5,93.0,4.9
U1418,59,male,9170.0,92.0,789.0,8.4,82.0,3.2
U1419,42,female,7236.0,65.0,,6.3,65.0,2.2
U1420,56,male,10604.0,112.0,905.0,7.2,94.0,4.0
U1421,52,male,12665.0,147.0,1125.0,6.5,103.0,4.3
U1422,20,female,10864.0,111.0,949.0,7.9,80.0,3.2
U1423,54,female,,87.0,803.0,7.8,73.0,3.8
U1424,61,male,10051.0,92.0,837.0,7.8,73.0,3.0
U1425,61,female,5041.0,39.0,434.0,6.6,53.0,2.9
U1426,47,male,1945.0,14.0,182.0,6.3,36.0,2.2
U1427,55,male,11974.0,128.0,1046.0,7.4,86.0,4.0
U1428,51,female,4265.0,40.0,386.0,7.6,56.0,2.4
U1429,29,male,3517.0,32.0,,5.7,43.0,
U1430,36,female,5788.0,57.0,538.0,6.8,52.0,2.5
U1431,54,female,11673.0,118.0,,6.5,91.0,4.8
U1432,61,male,4370.0,49.0,413.0,6.6,54.0,3.6
U1433,34,male,1774.0,15.0,148.0,6.7,35.0,1.0
U1434,27,male,5605.0,47.0,461.0,8.7,56.0,2.1
U1435,64,female,10992.0,109.0,903.0,7.1,89.0,
U1436,29,male,3730.0,36.0,344.0,7.7,41.0,3.2
U1437,33,female,8455.0,78.0,679.0,6.0,,3.1
U1438,41,female,7098.0,66.0,623.0,7.2,58.0,4.3
U1439,36,male,3076.0,26.0,291.0,6.8,44.0,1.9
U1440,25,female,6582.0,80.0,646.0,7.8,65.0,2.1
U1441,48,male,4926.0,56.0,492.0,6.6,60.0,3.3
U1442,38,male,8151.0,88.0,736.0,6.7,70.0,3.3
U1443,34,male,11495.0,119.0,997.0,,82.0,4.7
U1444,40,male,3252.0,22.0,297.0,7.1,42.0,1.0
U1445,54,male,13347.0,148.0,1173.0,7.3,101.0,4.8
U1446,33,male,12189.0,133.0,,8.5,91.0,4.0
U1447,23,male,11014.0,118.0,941.0,8.0,77.0,3.6
U1448,25,female,9306.0,99.0,,8.4,70.0,3.9
U1449,42,male,9157.0,95.0,841.0,6.7,80.0,4.1
U1450,35,female,9570.0,101.0,853.0,7.6,83.0,3.7
U1451,42,female,2968.0,33.0,299.0,6.9,50.0,1.2
U1452,29,female,7866.0,82.0,698.0,6.9,72.0,2.8
U1453,32,male,2094.0,13.0,185.0,7.7,31.0,
U1454,43,female,11865.0,122.0,1017.0,8.3,,4.6
U1455,58,female,5259.0,55.0,472.0,8.7,64.0,2.8
U1456,62,male,3397.0,27.0,304.0,7.4,42.0,2.7
U1457,43,male,5701.0,52.0,497.0,8.6,56.0,2.9
U1458,64,female,9596.0,102.0,842.0,8.9,83.0,4.1
U1459,49,male,9643.0,112.0,887.0,7.1,76.0,5.2
U1460,27,male,12810.0,133.0,1101.0,6.6,94.0,4.8
U1461,33,male,2989.0,19.0,235.0,8.1,33.0,3.0
U1462,24,male,,82.0,711.0,7.9,71.0,4.1
U1463,34,female,4420.0,40.0,402.0,7.4,43.0,2.1
U1464,40,male,5974.0,69.0,594.0,6.7,64.0,3.3
U1465,43,male,13287.0,140.0,1148.0,8.1,99.0,4.9
U1466,38,male,12538.0,127.0,1048.0,8.6,82.0,4.1
U1467,39,female,2398.0,23.0,236.0,7.3,38.0,1.7
U1468,24,female,2608.0,11.0,175.0,6.3,32.0,1.0
U1469,31,male,4371.0,33.0,371.0,8.2,48.0,2.3
U1470,32,male,6633.0,73.0,566.0,7.3,63.0,3.5
U1471,24,female,10068.0,109.0,909.0,8.1,84.0,4.0
U1472,26,male,10757.0,123.0,995.0,8.2,89.0,4.5
U1473,25,male,3772.0,33.0,274.0,8.6,44.0,2.2
U1474,40,female,9724.0,100.0,864.0,7.8,81.0,4.4
U1475,46,male,3315.0,,343.0,6.8,45.0,2.1
U1476,35,male,7483.0,,,8.8,59.0,3.1
U1477,48,female,12285.0,129.0,1034.0,8.6,102.0,5.1
U1478,47,female,2432.0,13.0,183.0,7.0,40.0,1.7
U1479,56,male,2077.0,10.0,158.0,6.9,36.0,1.0
U1480,52,female,5401.0,59.0,528.0,5.5,63.0,2.5
U1481,35,male,11054.0,119.0,959.0,7.5,88.0,4.1
U1482,59,male,13756.0,148.0,1210.0,,102.0,5.3
