User_ID,Age,Gender,Daily_Steps,Workout_Min,Sleep_Hrs,Protein_Intake,Water_Intake
U1196,23,male,938.0,50.0,,115.0,4.5
U1197,41,female,1655.0,18.0,9.0,109.0,3.1
U1198,50,male,881.0,119.0,7.0,82.0,3.5
U1199,46,male,637.0,67.0,4.0,25.0,1.8
U1200,60,female,1442.0,65.0,4.0,112.0,4.4
U1201,39,female,,140.0,8.0,55.0,3.0
U1202,43,female,769.0,97.0,9.0,68.0,2.4
U1203,45,male,895.0,87.0,8.0,47.0,2.9
U1204,38,female,1412.0,32.0,5.0,106.0,3.7
U1205,24,female,963.0,104.0,8.0,27.0,3.6
U1206,34,male,949.0,,7.0,21.0,2.1
U1207,37,female,1776.0,81.0,7.0,63.0,2.2
U1208,58,male,1797.0,18.0,9.0,,3.0
U1209,37,female,519.0,70.0,4.0,56.0,4.7
U1210,39,male,738.0,56.0,7.0,10.0,3.9
U1211,45,male,1793.0,146.0,8.0,24.0,2.3
U1212,57,female,917.0,78.0,8.0,100.0,2.0
U1213,24,male,1554.0,41.0,9.0,89.0,2.9
U1214,18,female,1627.0,115.0,8.0,30.0,4.4
U1215,49,female,685.0,3.0,6.0,10.0,0.5
U1216,30,male,1651.0,3.0,9.0,102.0,3.7
U1217,47,female,1733.0,4.0,9.0,76.0,1.8
U1218,40,male,752.0,,7.0,21.0,1.4
U1219,36,male,518.0,107.0,9.0,37.0,0.6
U1220,49,male,1211.0,86.0,5.0,48.0,4.5
U1221,47,male,1659.0,,7.0,46.0,4.6
U1222,46,male,722.0,116.0,7.0,104.0,0.8
U1223,62,male,502.0,100.0,6.0,69.0,2.8
U1224,46,male,1759.0,74.0,7.0,40.0,1.2
U1225,47,male,1353.0,74.0,4.0,67.0,3.9
U1226,33,female,727.0,12.0,8.0,106.0,3.5
U1227,57,female,1412.0,141.0,8.0,106.0,1.8
U1228,36,male,998.0,24.0,9.0,113.0,1.0
U1229,35,female,1020.0,114.0,6.0,20.0,4.2
U1230,18,female,1201.0,81.0,8.0,119.0,3.5
U1231,31,female,1416.0,9.0,4.0,38.0,0.5
U1232,64,female,1662.0,49.0,6.0,98.0,3.3
U1233,19,female,1799.0,141.0,5.0,22.0,4.1
U1234,45,female,790.0,14.0,8.0,60.0,3.2
U1235,47,male,1576.0,15.0,7.0,117.0,2.4
U1236,55,female,1633.0,1.0,4.0,63.0,3.1
U1237,21,female,1214.0,29.0,4.0,28.0,3.3
U1238,18,female,1447.0,81.0,8.0,67.0,3.4
U1239,25,female,1147.0,30.0,9.0,45.0,4.9
U1240,46,male,1527.0,76.0,5.0,37.0,1.3
U1241,56,male,1183.0,147.0,7.0,77.0,3.3
U1242,20,male,1369.0,113.0,5.0,12.0,1.3
U1243,49,male,1570.0,34.0,5.0,111.0,1.4
U1244,27,female,593.0,22.0,8.0,110.0,3.5
U1245,27,male,1439.0,,7.0,116.0,4.6
U1246,36,male,1059.0,96.0,8.0,98.0,1.2
U1247,63,male,712.0,114.0,8.0,50.0,4.8
U1248,51,male,935.0,99.0,,44.0,1.9
U1249,50,female,1351.0,54.0,4.0,102.0,2.3
U1250,40,male,1007.0,7.0,9.0,114.0,1.2
U1251,45,female,1335.0,58.0,9.0,102.0,3.3
U1252,49,male,1150.0,127.0,8.0,,3.2
U1253,24,female,704.0,31.0,9.0,108.0,2.5
U1254,46,female,880.0,92.0,9.0,93.0,2.6
U1255,25,male,1596.0,6.0,6.0,90.0,3.3
U1256,18,male,,1.0,7.0,85.0,3.1
U1257,20,male,576.0,84.0,4.0,59.0,2.2
U1258,41,male,1315.0,133.0,,109.0,4.5
U1259,40,female,1267.0,105.0,4.0,83.0,3.5
U1260,25,female,909.0,35.0,6.0,91.0,1.4
U1261,64,male,605.0,44.0,,39.0,1.9
U1262,54,male,1050.0,41.0,4.0,81.0,4.0
U1263,20,female,1325.0,52.0,4.0,114.0,1.0
U1264,50,male,1798.0,109.0,4.0,86.0,3.9
U1265,45,female,587.0,,6.0,104.0,2.1
U1266,64,male,1380.0,86.0,7.0,79.0,3.0
U1267,25,female,1600.0,113.0,6.0,63.0,1.8
U1268,51,female,1600.0,74.0,4.0,80.0,4.9
U1269,52,female,1039.0,129.0,9.0,94.0,4.6
U1270,49,female,,10.0,4.0,111.0,4.7
U1271,41,female,,49.0,9.0,116.0,1.3
U1272,31,male,1481.0,121.0,8.0,60.0,4.3
U1273,49,female,1216.0,142.0,6.0,37.0,2.9
U1274,63,male,641.0,74.0,9.0,73.0,3.7
U1275,60,female,1392.0,30.0,6.0,117.0,1.5
U1276,33,female,1607.0,91.0,5.0,94.0,3.7
U1277,21,male,,91.0,7.0,30.0,4.6
U1278,54,male,851.0,74.0,5.0,97.0,1.7
U1279,38,male,1044.0,91.0,9.0,36.0,1.6
U1280,31,male,1412.0,128.0,5.0,36.0,1.0
U1281,48,female,651.0,41.0,7.0,86.0,1.7
U1282,35,male,1681.0,109.0,9.0,59.0,2.9
U1283,24,female,1152.0,17.0,,38.0,4.2
U1284,27,male,1457.0,76.0,8.0,,1.8
U1285,24,male,1262.0,132.0,7.0,66.0,3.3
U1286,50,female,1123.0,19.0,7.0,101.0,2.7
U1287,40,female,1155.0,126.0,9.0,46.0,1.8
U1288,38,male,949.0,74.0,6.0,,2.8
U1289,36,female,1220.0,61.0,9.0,73.0,1.3
U1290,36,female,1747.0,,6.0,57.0,3.4
U1291,53,female,542.0,27.0,6.0,31.0,1.0
U1292,46,female,763.0,73.0,6.0,109.0,3.8
U1293,35,female,1526.0,80.0,9.0,39.0,1.3
U1294,19,female,1791.0,21.0,4.0,37.0,5.0
U1295,18,female,1095.0,95.0,4.0,32.0,4.2
U1296,64,female,1539.0,121.0,8.0,106.0,2.0
U1297,22,male,1582.0,122.0,4.0,13.0,2.4
U1298,37,female,1512.0,51.0,4.0,12.0,1.7
U1299,28,male,676.0,77.0,6.0,70.0,4.0
U1300,59,female,562.0,69.0,6.0,105.0,2.2
U1301,19,female,1457.0,136.0,7.0,13.0,3.9
U1302,20,female,1502.0,20.0,6.0,74.0,0.6
U1303,40,female,1060.0,63.0,9.0,21.0,1.1
U1304,29,male,1769.0,75.0,7.0,22.0,2.1
U1305,37,male,,60.0,7.0,43.0,1.0
U1306,22,female,1349.0,94.0,4.0,,3.2
U1307,54,male,1778.0,,6.0,102.0,0.7
U1308,55,female,1103.0,3.0,4.0,82.0,4.4
U1309,47,female,1105.0,30.0,6.0,40.0,3.9
U1310,26,male,1329.0,68.0,4.0,80.0,1.5
U1311,51,male,1722.0,69.0,4.0,22.0,2.7
U1312,61,female,1794.0,4.0,4.0,,2.5
U1313,52,female,1245.0,114.0,9.0,11.0,3.8
U1314,39,male,1057.0,90.0,8.0,,2.3
U1315,61,female,563.0,7.0,4.0,,0.6
U1316,41,male,1753.0,8.0,5.0,16.0,1.7
U1317,34,female,1441.0,14.0,5.0,27.0,2.6
U1318,27,female,748.0,104.0,5.0,60.0,4.9
U1319,47,male,1769.0,6.0,9.0,17.0,4.5
U1320,63,male,1439.0,71.0,7.0,64.0,1.3
U1321,40,male,656.0,114.0,4.0,85.0,3.8
U1322,49,female,1234.0,14.0,5.0,52.0,4.7
U1323,34,female,1484.0,82.0,9.0,68.0,0.5
U1324,34,female,1611.0,38.0,,39.0,3.7
U1325,31,female,1589.0,133.0,5.0,68.0,2.6
U1326,26,male,1161.0,56.0,6.0,,3.6
U1327,57,female,1543.0,91.0,8.0,101.0,3.2
U1328,19,female,532.0,80.0,4.0,77.0,4.9
U1329,62,female,1057.0,146.0,8.0,48.0,1.8
U1330,42,male,572.0,126.0,8.0,90.0,4.0
U1331,56,female,1324.0,74.0,6.0,20.0,1.6
U1332,26,female,1656.0,78.0,6.0,11.0,2.5
U1333,39,male,1578.0,9.0,6.0,32.0,4.9
U1334,60,female,,106.0,7.0,72.0,3.9
U1335,63,female,771.0,86.0,5.0,31.0,1.9
U1336,21,male,745.0,66.0,4.0,70.0,3.3
U1337,43,female,1699.0,61.0,6.0,,0.7
U1338,46,female,1127.0,130.0,9.0,21.0,1.7
U1339,62,female,1204.0,145.0,4.0,41.0,3.7
U1340,51,male,1161.0,106.0,4.0,18.0,3.1
U1341,40,female,1654.0,147.0,4.0,116.0,2.6
U1342,54,female,,92.0,6.0,78.0,3.6
U1343,28,male,809.0,85.0,,99.0,2.3
U1344,23,male,994.0,120.0,5.0,80.0,0.6
U1345,35,female,837.0,78.0,6.0,,2.5
U1346,38,female,1078.0,9.0,6.0,42.0,4.6
U1347,59,female,509.0,148.0,4.0,33.0,4.4
U1348,53,female,548.0,28.0,5.0,98.0,2.3
U1349,58,male,1122.0,95.0,8.0,104.0,0.6
U1350,55,female,1230.0,9.0,6.0,102.0,3.4
U1351,51,male,1294.0,,9.0,78.0,3.8
U1352,34,male,1470.0,46.0,6.0,,1.8
U1353,54,female,632.0,49.0,8.0,118.0,2.6
U1354,42,female,582.0,131.0,4.0,,5.0
U1355,55,male,556.0,115.0,5.0,41.0,3.1
U1356,29,male,875.0,112.0,4.0,73.0,2.1
U1357,40,female,848.0,84.0,7.0,81.0,3.3
U1358,59,male,770.0,52.0,6.0,29.0,1.3
U1359,39,female,610.0,129.0,,43.0,1.4
U1360,38,female,1368.0,67.0,7.0,51.0,4.7
U1361,44,male,1386.0,78.0,6.0,17.0,1.6
U1362,48,male,575.0,56.0,7.0,75.0,1.9
U1363,23,female,1681.0,96.0,8.0,30.0,2.9
U1364,44,male,,134.0,6.0,88.0,4.5
U1365,57,female,621.0,146.0,,79.0,4.0
U1366,51,female,540.0,62.0,6.0,14.0,0.7
U1367,29,female,1690.0,64.0,7.0,76.0,3.6
U1368,62,male,1421.0,38.0,5.0,,2.8
U1369,24,female,1141.0,108.0,7.0,52.0,2.6
U1370,27,female,1546.0,25.0,6.0,25.0,3.6
U1371,62,female,,11.0,6.0,108.0,1.4
U1372,34,female,1262.0,149.0,5.0,82.0,4.9
U1373,43,female,968.0,76.0,4.0,44.0,3.4
U1374,38,female,508.0,141.0,5.0,92.0,2.1
U1375,45,female,512.0,85.0,4.0,52.0,3.2
U1376,63,female,1423.0,29.0,9.0,119.0,1.5
U1377,19,female,1422.0,51.0,6.0,107.0,3.4
U1378,60,female,1575.0,62.0,8.0,48.0,0.6
U1379,18,female,1732.0,119.0,8.0,19.0,2.0
U1380,53,male,1714.0,104.0,7.0,83.0,3.9
U1381,43,female,1574.0,38.0,5.0,29.0,4.1
U1382,46,female,1152.0,40.0,5.0,10.0,1.6
U1383,38,female,1120.0,120.0,8.0,15.0,2.9
U1384,28,male,695.0,107.0,4.0,62.0,2.9
U1385,57,female,916.0,64.0,5.0,55.0,2.4
U1386,28,male,1163.0,,4.0,75.0,1.5
U1387,53,female,647.0,78.0,4.0,,3.7
U1388,56,female,1500.0,7.0,4.0,42.0,1.6
U1389,57,male,,96.0,4.0,76.0,4.6
U1390,52,female,901.0,17.0,7.0,109.0,2.9
U1391,51,male,1105.0,95.0,7.0,86.0,4.4
U1392,64,male,728.0,32.0,8.0,44.0,1.8
U1393,41,female,1036.0,4.0,7.0,88.0,4.1
U1394,39,female,767.0,126.0,9.0,54.0,1.0
U1395,22,female,,73.0,5.0,31.0,4.0
U1396,50,female,625.0,125.0,9.0,116.0,2.2
U1397,53,male,805.0,4.0,7.0,77.0,2.6
U1398,64,male,1612.0,33.0,5.0,26.0,1.3
U1399,37,female,1127.0,23.0,5.0,,0.6
U1400,36,male,1188.0,144.0,4.0,94.0,3.5
U1401,52,male,1537.0,94.0,8.0,66.0,3.1
U1402,60,female,1780.0,70.0,4.0,97.0,3.3
U1403,34,male,1732.0,91.0,4.0,104.0,1.6
U1404,62,male,780.0,124.0,9.0,49.0,1.6
U1405,60,female,942.0,21.0,,39.0,4.2
U1406,51,male,1336.0,14.0,9.0,51.0,3.9
U1407,26,female,,100.0,7.0,16.0,2.0
U1408,43,male,1116.0,14.0,9.0,80.0,3.4
U1409,19,female,646.0,52.0,5.0,100.0,4.2
U1410,26,male,1020.0,148.0,7.0,97.0,4.5
U1411,26,male,1129.0,101.0,7.0,28.0,0.5
U1412,57,female,933.0,112.0,,,4.2
U1413,34,female,643.0,31.0,6.0,43.0,2.1
U1414,18,female,788.0,20.0,5.0,31.0,3.7
U1415,42,female,513.0,82.0,5.0,61.0,2.2
U1416,60,male,756.0,13.0,6.0,100.0,3.2
U1417,57,male,1730.0,14.0,9.0,15.0,3.4
U1418,59,male,1357.0,147.0,9.0,83.0,2.3
U1419,42,female,1442.0,,5.0,118.0,2.8
U1420,56,male,1695.0,82.0,,104.0,3.8
U1421,52,male,963.0,8.0,8.0,34.0,2.6
U1422,20,female,769.0,76.0,8.0,75.0,0.6
U1423,54,female,1744.0,140.0,6.0,19.0,0.6
U1424,61,male,1675.0,8.0,7.0,83.0,3.5
U1425,61,female,1122.0,35.0,8.0,35.0,4.3
U1426,47,male,1706.0,116.0,,14.0,4.0
U1427,55,male,571.0,2.0,6.0,95.0,1.9
U1428,51,female,573.0,18.0,8.0,77.0,2.6
U1429,29,male,854.0,22.0,4.0,107.0,1.6
U1430,36,female,996.0,103.0,6.0,80.0,5.0
U1431,54,female,,134.0,5.0,59.0,1.7
U1432,61,male,1079.0,104.0,8.0,26.0,2.4
U1433,34,male,1409.0,141.0,5.0,20.0,3.6
U1434,27,male,872.0,45.0,6.0,62.0,4.4
U1435,64,female,861.0,142.0,8.0,59.0,0.7
U1436,29,male,592.0,14.0,5.0,17.0,1.9
U1437,33,female,823.0,50.0,7.0,101.0,3.1
U1438,41,female,883.0,109.0,,117.0,3.3
U1439,36,male,1074.0,,4.0,106.0,0.8
U1440,25,female,1235.0,68.0,9.0,,3.5
U1441,48,male,1236.0,62.0,6.0,98.0,2.9
U1442,38,male,845.0,67.0,9.0,94.0,4.2
U1443,34,male,1626.0,143.0,9.0,85.0,1.5
U1444,40,male,1738.0,,5.0,99.0,1.4
U1445,54,male,1715.0,118.0,4.0,38.0,4.1
U1446,33,male,1218.0,56.0,6.0,111.0,3.7
U1447,23,male,1280.0,30.0,7.0,108.0,4.1
U1448,25,female,1519.0,5.0,9.0,110.0,4.0
U1449,42,male,1717.0,66.0,5.0,119.0,1.0
U1450,35,female,1163.0,,9.0,53.0,1.8
U1451,42,female,1099.0,73.0,8.0,118.0,1.7
U1452,29,female,510.0,113.0,7.0,54.0,4.7
U1453,32,male,686.0,96.0,9.0,38.0,2.7
U1454,43,female,1225.0,,8.0,97.0,1.0
U1455,58,female,1538.0,122.0,8.0,68.0,1.8
U1456,62,male,1277.0,137.0,5.0,24.0,4.4
U1457,43,male,910.0,32.0,5.0,79.0,4.3
U1458,64,female,1455.0,139.0,8.0,105.0,4.6
U1459,49,male,1084.0,43.0,4.0,53.0,2.2
U1460,27,male,1575.0,12.0,9.0,107.0,3.4
U1461,33,male,1551.0,,8.0,45.0,1.8
U1462,24,male,1076.0,95.0,8.0,93.0,1.3
U1463,34,female,1540.0,143.0,5.0,66.0,0.6
U1464,40,male,1752.0,,9.0,73.0,1.5
U1465,43,male,1488.0,119.0,6.0,85.0,3.2
U1466,38,male,1733.0,99.0,7.0,108.0,4.6
U1467,39,female,1242.0,148.0,5.0,47.0,1.1
U1468,24,female,1627.0,110.0,9.0,26.0,4.6
U1469,31,male,703.0,50.0,9.0,36.0,2.1
U1470,32,male,1576.0,20.0,4.0,26.0,2.4
U1471,24,female,1473.0,59.0,7.0,72.0,2.1
U1472,26,male,1439.0,20.0,5.0,20.0,2.3
U1473,25,male,1577.0,106.0,5.0,73.0,1.7
U1474,40,female,1799.0,125.0,6.0,48.0,3.6
U1475,46,male,1554.0,133.0,4.0,11.0,3.9
U1476,35,male,1658.0,72.0,4.0,75.0,4.2
U1477,48,female,1581.0,75.0,9.0,63.0,2.0
U1478,47,female,604.0,,9.0,38.0,3.9
U1479,56,male,1789.0,133.0,5.0,54.0,3.4
U1480,52,female,752.0,64.0,6.0,97.0,4.8
U1481,35,male,794.0,85.0,5.0,97.0,2.4
U1482,59,male,1167.0,33.0,8.0,89.0,5.0
U1483,56,male,1681.0,55.0,9.0,40.0,3.8
U1484,34,female,1048.0,74.0,8.0,58.0,4.0
U1485,31,female,1130.0,2.0,6.0,116.0,0.6
U1486,48,male,,5.0,5.0,18.0,2.7
U1487,41,male,798.0,5.0,9.0,36.0,2.9
U1488,52,female,600.0,147.0,6.0,65.0,0.7
U1489,61,female,1579.0,148.0,5.0,114.0,1.9
U1490,62,female,831.0,1.0,5.0,87.0,4.8
U1491,51,male,1335.0,89.0,8.0,54.0,2.4
U1492,20,female,892.0,55.0,7.0,98.0,1.3
U1493,54,female,1373.0,,4.0,52.0,2.8
U1494,60,male,880.0,,9.0,117.0,0.7
U1495,57,male,591.0,86.0,4.0,31.0,2.8
U1496,43,male,946.0,69.0,6.0,108.0,3.2
U1497,40,female,608.0,112.0,4.0,42.0,2.1
U1498,61,male,816.0,29.0,8.0,36.0,3.9
U1499,56,male,1691.0,127.0,7.0,49.0,1.1
U1500,32,male,941.0,77.0,9.0,35.0,4.5
U1501,21,male,717.0,54.0,5.0,92.0,4.8
U1502,46,female,1745.0,48.0,5.0,54.0,0.5
U1503,39,male,1172.0,33.0,8.0,112.0,4.3
U1504,42,female,777.0,104.0,9.0,54.0,2.8
U1505,30,female,1508.0,21.0,4.0,35.0,2.6
U1506,35,female,1068.0,30.0,5.0,79.0,1.6
U1507,50,male,1509.0,134.0,4.0,76.0,2.5
U1508,33,female,1374.0,104.0,8.0,15.0,4.8
U1509,62,male,965.0,148.0,5.0,37.0,1.4
U1510,59,male,1338.0,15.0,6.0,76.0,1.3
U1511,61,male,1253.0,19.0,7.0,22.0,1.6
U1512,19,female,1337.0,42.0,4.0,72.0,3.0
U1513,52,male,529.0,46.0,9.0,22.0,4.7
U1514,59,male,858.0,113.0,4.0,86.0,3.1
U1515,51,male,585.0,18.0,4.0,10.0,1.6
U1516,47,female,1757.0,47.0,4.0,49.0,2.5
U1517,30,female,1246.0,138.0,8.0,46.0,2.3
U1518,30,female,812.0,44.0,8.0,40.0,0.7
U1519,35,male,864.0,86.0,9.0,26.0,2.8
U1520,49,female,1404.0,14.0,8.0,18.0,1.1
U1521,49,male,1792.0,109.0,9.0,118.0,4.3
U1522,52,male,1197.0,95.0,,73.0,3.0
U1523,56,female,630.0,101.0,8.0,66.0,4.3
U1524,63,male,1302.0,85.0,5.0,22.0,4.8
U1525,46,female,1288.0,141.0,8.0,46.0,4.7
U1526,46,male,850.0,,5.0,23.0,1.0
U1527,61,female,679.0,50.0,6.0,84.0,4.8
U1528,33,male,1686.0,111.0,8.0,,4.1
U1529,61,male,1619.0,14.0,6.0,104.0,4.0
U1530,64,male,1273.0,64.0,8.0,87.0,0.9
U1531,27,male,1009.0,87.0,6.0,66.0,1.3
U1532,47,male,864.0,75.0,7.0,80.0,4.9
U1533,42,female,1480.0,9.0,6.0,97.0,1.5
U1534,56,male,852.0,41.0,5.0,109.0,1.3
U1535,37,female,1299.0,94.0,4.0,51.0,2.1
U1536,22,female,1606.0,10.0,9.0,51.0,4.6
U1537,18,female,1748.0,117.0,6.0,56.0,2.6
U1538,47,male,911.0,143.0,4.0,53.0,4.6
U1539,20,male,1234.0,124.0,7.0,50.0,2.0
U1540,62,male,1480.0,77.0,7.0,12.0,1.5
U1541,31,female,617.0,146.0,5.0,117.0,2.7
U1542,47,male,981.0,89.0,5.0,99.0,3.3
U1543,21,male,691.0,,6.0,99.0,2.3
U1544,35,female,1090.0,135.0,8.0,,2.1
U1545,54,female,1089.0,110.0,7.0,88.0,1.5
U1546,42,female,1158.0,57.0,4.0,20.0,1.7
U1547,18,female,606.0,85.0,8.0,110.0,3.5
U1548,63,female,881.0,54.0,7.0,16.0,2.2
U1549,32,female,1282.0,121.0,6.0,21.0,0.9
U1550,26,male,889.0,107.0,7.0,47.0,1.1
U1551,32,female,743.0,47.0,,63.0,2.2
U1552,41,male,1084.0,,4.0,76.0,4.7
U1553,21,male,1368.0,135.0,4.0,115.0,2.2
U1554,29,male,967.0,128.0,5.0,62.0,0.8
U1555,54,female,1365.0,46.0,8.0,99.0,2.4
U1556,54,male,1433.0,4.0,5.0,103.0,3.5
U1557,60,female,1733.0,23.0,4.0,41.0,3.2
U1558,23,female,1103.0,17.0,6.0,109.0,1.8
U1559,56,male,1514.0,83.0,8.0,54.0,3.6
U1560,63,female,1596.0,4.0,9.0,60.0,3.3
U1561,41,male,,29.0,7.0,46.0,1.3
U1562,28,male,,0.0,9.0,68.0,1.2
U1563,30,female,1776.0,85.0,6.0,63.0,3.0
U1564,51,male,512.0,,9.0,27.0,3.5
U1565,42,male,798.0,68.0,8.0,10.0,4.8
U1566,24,male,1599.0,30.0,4.0,30.0,2.4
U1567,21,female,1574.0,90.0,4.0,37.0,3.9
U1568,25,male,1286.0,92.0,6.0,25.0,1.0
U1569,37,female,648.0,126.0,9.0,57.0,4.5
U1570,46,female,621.0,15.0,8.0,37.0,3.3
U1571,62,male,1734.0,53.0,7.0,31.0,3.3
U1572,63,male,1037.0,139.0,9.0,92.0,1.1
U1573,27,female,1679.0,19.0,9.0,10.0,0.7
U1574,60,female,1761.0,81.0,7.0,104.0,3.7
U1575,51,male,875.0,108.0,5.0,51.0,1.0
U1576,43,male,581.0,112.0,6.0,107.0,1.1
U1577,58,female,991.0,16.0,8.0,119.0,1.3
U1578,20,female,855.0,148.0,6.0,113.0,0.9
U1579,23,female,1424.0,,7.0,79.0,3.3
U1580,22,female,1796.0,2.0,8.0,101.0,2.4
U1581,22,female,1567.0,16.0,4.0,12.0,1.7
U1582,64,male,1504.0,49.0,4.0,104.0,2.5
U1583,40,female,622.0,121.0,8.0,89.0,4.3
U1584,26,female,1207.0,89.0,6.0,90.0,4.7
U1585,52,male,829.0,86.0,6.0,53.0,2.7
U1586,37,male,1490.0,5.0,4.0,36.0,3.1
U1587,59,female,822.0,54.0,4.0,60.0,1.7
U1588,52,female,1634.0,146.0,,33.0,2.8
U1589,35,male,1269.0,101.0,8.0,29.0,3.9
U1590,34,female,1612.0,28.0,6.0,41.0,2.7
U1591,41,female,932.0,110.0,,108.0,1.9
U1592,20,male,,9.0,6.0,22.0,3.1
U1593,49,female,1293.0,90.0,4.0,52.0,4.8
U1594,52,male,1211.0,28.0,,29.0,4.5
U1595,55,male,1622.0,44.0,5.0,11.0,4.0
U1596,30,male,1038.0,50.0,8.0,77.0,1.7
U1597,64,male,1100.0,100.0,9.0,100.0,1.6
U1598,42,female,1669.0,127.0,5.0,69.0,4.3
U1599,26,male,756.0,10.0,7.0,98.0,1.3
U1600,21,female,1712.0,81.0,,13.0,3.2
U1601,31,female,1763.0,127.0,5.0,105.0,2.5
U1602,54,female,1370.0,5.0,7.0,26.0,2.6
U1603,51,female,1398.0,66.0,8.0,10.0,2.5
U1604,28,female,1308.0,61.0,7.0,42.0,4.5
U1605,58,male,1176.0,132.0,9.0,39.0,0.9
U1606,20,male,770.0,136.0,4.0,14.0,4.0
U1607,45,male,1049.0,27.0,4.0,21.0,4.3
U1608,46,male,1637.0,37.0,5.0,111.0,4.7
U1609,26,female,1067.0,42.0,7.0,41.0,2.5
U1610,20,male,1485.0,,7.0,47.0,2.8
U1611,42,female,858.0,148.0,7.0,26.0,4.8
U1612,51,female,1692.0,45.0,9.0,67.0,2.6
U1613,29,male,1297.0,48.0,9.0,118.0,2.8
U1614,59,male,1784.0,,8.0,49.0,2.0
U1615,26,male,1386.0,70.0,6.0,105.0,0.6
U1616,32,male,1722.0,,6.0,33.0,2.4
U1617,57,female,710.0,148.0,6.0,21.0,3.4
U1618,42,female,786.0,0.0,8.0,104.0,3.6
U1619,22,male,1242.0,135.0,7.0,28.0,0.5
U1620,28,female,1546.0,68.0,6.0,38.0,4.1
U1621,51,female,1632.0,29.0,7.0,94.0,2.7
U1622,41,female,795.0,114.0,5.0,99.0,2.8
U1623,32,male,505.0,7.0,6.0,61.0,4.8
U1624,55,female,1049.0,112.0,5.0,,1.8
U1625,25,male,1180.0,18.0,8.0,,3.9
U1626,22,male,1294.0,58.0,4.0,82.0,3.1
U1627,43,female,702.0,78.0,9.0,30.0,3.7
U1628,35,female,824.0,35.0,8.0,69.0,2.4
U1629,23,male,1324.0,54.0,8.0,107.0,1.8
U1630,54,female,743.0,43.0,8.0,84.0,3.0
U1631,30,female,826.0,76.0,6.0,29.0,2.2
U1632,45,male,1486.0,77.0,5.0,62.0,1.5
U1633,22,male,1570.0,100.0,9.0,112.0,4.3
U1634,30,male,1260.0,29.0,,89.0,2.6
U1635,34,male,1536.0,38.0,4.0,72.0,4.3
U1636,57,female,1406.0,12.0,9.0,66.0,2.6
U1637,62,female,864.0,121.0,8.0,,3.0
U1638,49,male,1744.0,143.0,7.0,10.0,5.0
U1639,46,male,572.0,111.0,4.0,91.0,4.8
U1640,20,male,1569.0,44.0,5.0,68.0,1.7
U1641,57,female,773.0,118.0,4.0,73.0,4.4
U1642,51,male,707.0,34.0,6.0,95.0,2.3
U1643,57,female,623.0,6.0,7.0,81.0,0.8
U1644,44,male,1533.0,109.0,6.0,80.0,3.1
U1645,30,male,1710.0,113.0,9.0,98.0,4.9
U1646,62,male,1042.0,50.0,8.0,103.0,4.9
U1647,50,female,559.0,45.0,8.0,107.0,1.1
U1648,23,female,1398.0,19.0,4.0,53.0,4.0
U1649,41,female,1385.0,95.0,8.0,57.0,4.1
U1650,36,male,1281.0,37.0,8.0,114.0,2.2
U1651,33,female,941.0,103.0,9.0,84.0,3.5
U1652,57,female,,31.0,,24.0,2.7
U1653,45,male,1410.0,57.0,5.0,44.0,1.5
U1654,50,male,1525.0,147.0,6.0,32.0,3.9
U1655,58,female,,81.0,6.0,62.0,1.7
U1656,30,female,1507.0,,5.0,54.0,2.0
U1657,60,female,1125.0,51.0,4.0,94.0,1.4
U1658,62,female,1688.0,85.0,5.0,101.0,3.7
U1659,42,male,1497.0,114.0,6.0,22.0,2.6
U1660,59,male,1233.0,149.0,7.0,43.0,2.5
U1661,53,male,590.0,52.0,8.0,47.0,3.2
U1662,44,female,666.0,65.0,9.0,79.0,1.2
U1663,55,female,1458.0,116.0,7.0,117.0,4.5
U1664,24,male,706.0,42.0,7.0,77.0,2.6
U1665,22,male,1588.0,81.0,8.0,14.0,2.1
U1666,60,female,1015.0,63.0,,49.0,1.1
U1667,62,female,1680.0,136.0,4.0,79.0,1.3
U1668,48,male,1246.0,112.0,7.0,,4.6
U1669,40,male,805.0,134.0,4.0,37.0,2.6
U1670,59,male,894.0,53.0,9.0,12.0,3.7
U1671,27,female,1597.0,64.0,9.0,32.0,0.9
U1672,49,female,686.0,1.0,9.0,81.0,3.4
U1673,60,female,1122.0,131.0,6.0,28.0,4.6
U1674,47,female,,,7.0,84.0,1.8
U1675,56,female,739.0,31.0,9.0,59.0,3.1
U1676,48,female,1032.0,,6.0,83.0,4.7
U1677,35,male,640.0,129.0,9.0,67.0,3.7
U1678,53,male,1788.0,103.0,5.0,101.0,0.8
U1679,19,female,638.0,141.0,7.0,29.0,2.2
U1680,31,male,958.0,147.0,6.0,117.0,0.9
U1681,30,female,569.0,88.0,9.0,101.0,4.4
U1682,46,male,,48.0,6.0,102.0,3.3
U1683,29,female,1129.0,135.0,9.0,81.0,4.8
U1684,56,male,,148.0,5.0,92.0,0.6
U1685,19,male,704.0,86.0,4.0,,2.4
U1686,49,female,1067.0,7.0,9.0,94.0,1.0
U1687,30,female,1481.0,100.0,4.0,91.0,2.1
U1688,63,male,1304.0,15.0,7.0,18.0,1.2
U1689,44,male,1358.0,39.0,5.0,13.0,2.0
U1690,58,female,1381.0,105.0,7.0,,4.2
U1691,34,male,1473.0,26.0,4.0,34.0,1.2
U1692,57,female,1139.0,103.0,5.0,43.0,2.6
U1693,48,female,824.0,104.0,8.0,82.0,4.6
